"Days","Dims","Shape","Elements","Feats","Outputs","Misc","Model","Desc","Time Taken","MAE","RMSE","R2","Macro Acc","Bal Acc","Micro Acc","Precision","Recall","F1","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10"
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","DummyRegressor","DummyRegressor()",0.000996589660644531,1.8071,2.7324,0,0.2236,0.5,0.5571,0.5576,1,0.7158,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7561,1.1183,1.3944,1.635,1.8128,1.9779,2.1264,2.2655,2.4221,2.5626
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","LinearRegression","LinearRegression()",0.101731061935425,1.7978,2.6991,0.021,0.1401,0.5298,0.5502,0.5795,0.6988,0.6334,0.5286,0.5236,0.5287,0.5285,0.5223,0.527,0.5303,0.5364,0.536,0.5362,0.7561,1.1198,1.3909,1.6311,1.8089,1.9723,2.1166,2.2458,2.3984,2.5384
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","DecisionTreeRegressor","DecisionTreeRegressor()",6.13452839851379,1.6646,2.5934,-0.0609,0.1489,0.6673,0.6713,0.7059,0.7034,0.7047,0.5146,0.5976,0.6384,0.6663,0.6874,0.6984,0.7178,0.7186,0.7146,0.7192,1.0723,1.3418,1.4744,1.59,1.6788,1.7614,1.8111,1.8733,1.99,2.0531
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","KNeighborsRegressor","KNeighborsRegressor()",0.387240409851074,1.6612,2.5585,0.0765,0.1528,0.6248,0.6313,0.6652,0.6818,0.6734,0.5017,0.5645,0.6096,0.6321,0.6341,0.6449,0.6582,0.6684,0.6659,0.6682,0.8351,1.1446,1.3622,1.532,1.6805,1.7901,1.9061,1.9973,2.1162,2.2475
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","RandomForestRegressor","RandomForestRegressor(n_estimators=8, n_jobs=-1)",7.72398328781128,1.3367,1.9662,0.3846,0.2031,0.7055,0.7113,0.7337,0.7572,0.7452,0.5356,0.6207,0.6806,0.7155,0.7242,0.7461,0.7553,0.7601,0.7534,0.7638,0.8216,1.0431,1.1781,1.285,1.3529,1.4091,1.4587,1.5217,1.6138,1.6829
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","ExtraTreesRegressor","ExtraTreesRegressor(n_estimators=8, n_jobs=-1)",1.00783658027649,1.1927,1.8441,0.4418,0.2352,0.754,0.7592,0.7745,0.8022,0.7881,0.5368,0.6668,0.7263,0.7679,0.7852,0.7939,0.8048,0.8217,0.8166,0.8201,0.8303,0.9819,1.0757,1.139,1.1844,1.2412,1.2891,1.3263,1.4023,1.4565
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","RandomForestRegressor","RandomForestRegressor(n_estimators=12, n_jobs=-1)",8.88445472717285,1.2812,1.9095,0.4183,0.2223,0.7315,0.7378,0.7529,0.7892,0.7706,0.5313,0.6465,0.7045,0.7517,0.764,0.775,0.7804,0.7946,0.7825,0.7845,0.7945,1.0108,1.1339,1.2283,1.3002,1.3509,1.3999,1.4513,1.5349,1.6072
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","ExtraTreesRegressor","ExtraTreesRegressor(n_estimators=12, n_jobs=-1)",1.38606739044189,1.1779,1.7981,0.4714,0.2385,0.7614,0.7666,0.7806,0.8094,0.7947,0.5308,0.6741,0.739,0.7777,0.7937,0.8033,0.8194,0.8257,0.8269,0.824,0.8112,0.9622,1.0453,1.1227,1.1775,1.23,1.2678,1.3099,1.3954,1.4566
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","RandomForestRegressor","RandomForestRegressor(n_estimators=16, n_jobs=-1)",12.4510543346405,1.2708,1.8972,0.4278,0.2369,0.7407,0.7472,0.76,0.8,0.7794,0.5425,0.6519,0.7125,0.7494,0.7709,0.7813,0.7949,0.8034,0.7964,0.8039,0.7824,0.9943,1.1297,1.2277,1.2858,1.3352,1.3762,1.4395,1.5288,1.6087
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","ExtraTreesRegressor","ExtraTreesRegressor(n_estimators=16, n_jobs=-1)",1.54029822349548,1.1347,1.7329,0.5012,0.2598,0.7792,0.7843,0.7951,0.8272,0.8108,0.5406,0.6896,0.7632,0.7983,0.8128,0.8192,0.8339,0.8439,0.8433,0.8471,0.8011,0.9356,1.015,1.0919,1.1292,1.1773,1.2087,1.2616,1.3349,1.392
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","RandomForestRegressor","RandomForestRegressor(n_estimators=24, n_jobs=-1)",16.5640509128571,1.2378,1.8429,0.4525,0.252,0.7578,0.7644,0.7732,0.8179,0.7949,0.5432,0.6591,0.7338,0.7688,0.789,0.8052,0.8135,0.8225,0.8209,0.8224,0.7758,0.991,1.0977,1.1947,1.2515,1.3088,1.3522,1.3906,1.4732,1.542
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","ExtraTreesRegressor","ExtraTreesRegressor(n_estimators=24, n_jobs=-1)",2.44474077224731,1.1198,1.7062,0.5139,0.2661,0.7904,0.7957,0.8028,0.8406,0.8212,0.5464,0.6994,0.7651,0.8082,0.819,0.834,0.847,0.8653,0.8558,0.8635,0.7931,0.9245,1.0086,1.08,1.1239,1.1677,1.1914,1.2296,1.3083,1.3708
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","RandomForestRegressor","RandomForestRegressor(n_estimators=32, n_jobs=-1)",23.6945509910584,1.2373,1.8269,0.4607,0.2536,0.7627,0.7691,0.7776,0.8211,0.7988,0.5431,0.6749,0.7404,0.7811,0.7899,0.8025,0.8144,0.8295,0.8281,0.8236,0.7798,0.9816,1.0964,1.1925,1.2551,1.3044,1.3539,1.3938,1.4714,1.5437
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","ExtraTreesRegressor","ExtraTreesRegressor(n_estimators=32, n_jobs=-1)",3.1164767742157,1.1161,1.7013,0.5185,0.2755,0.7942,0.7992,0.8074,0.8408,0.8238,0.5438,0.7033,0.7726,0.8094,0.8243,0.8459,0.8574,0.864,0.8595,0.862,0.7859,0.9243,1.0061,1.0737,1.116,1.1592,1.1811,1.2303,1.309,1.375
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","RandomForestRegressor","RandomForestRegressor(n_estimators=48, n_jobs=-1)",32.497013092041,1.2265,1.8163,0.4671,0.2708,0.7671,0.7737,0.7801,0.8279,0.8033,0.5452,0.6859,0.7441,0.7825,0.7921,0.8072,0.8171,0.8295,0.8304,0.8365,0.7742,0.9713,1.0924,1.1911,1.2433,1.2913,1.3326,1.3803,1.4594,1.5295
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","ExtraTreesRegressor","ExtraTreesRegressor(n_estimators=48, n_jobs=-1)",4.27249622344971,1.0925,1.6761,0.5265,0.2872,0.8021,0.8075,0.8121,0.8533,0.8322,0.5516,0.7183,0.7811,0.8217,0.8302,0.8474,0.8601,0.8731,0.8685,0.869,0.786,0.914,0.9877,1.0534,1.0963,1.1311,1.1589,1.1962,1.2661,1.3357
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","RandomForestRegressor","RandomForestRegressor(n_estimators=64, n_jobs=-1)",39.6400856971741,1.2246,1.8204,0.4655,0.2806,0.7747,0.7814,0.7862,0.8369,0.8107,0.5422,0.6886,0.7567,0.7926,0.8064,0.8127,0.8263,0.8337,0.839,0.8489,0.772,0.9704,1.0831,1.1794,1.2418,1.3005,1.3388,1.3775,1.4554,1.5271
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","ExtraTreesRegressor","ExtraTreesRegressor(n_estimators=64, n_jobs=-1)",5.80024528503418,1.0977,1.6832,0.5267,0.2927,0.8046,0.81,0.8143,0.8559,0.8345,0.5515,0.7176,0.7899,0.8216,0.8318,0.8491,0.8628,0.876,0.8726,0.8736,0.7867,0.9102,0.9789,1.0571,1.1002,1.1418,1.1655,1.2034,1.2787,1.3543
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","RandomForestRegressor","RandomForestRegressor(n_estimators=96, n_jobs=-1)",61.5184690952301,1.2027,1.7853,0.4804,0.2876,0.7863,0.793,0.7949,0.8485,0.8208,0.5577,0.702,0.7646,0.8027,0.8171,0.833,0.8415,0.8481,0.8467,0.8493,0.768,0.963,1.0723,1.1654,1.2186,1.2648,1.3085,1.3468,1.4262,1.4936
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","ExtraTreesRegressor","ExtraTreesRegressor(n_estimators=96, n_jobs=-1)",8.57841277122498,1.0842,1.6662,0.5332,0.2992,0.8095,0.8147,0.8185,0.86,0.8387,0.5544,0.7229,0.7953,0.8295,0.8448,0.852,0.8635,0.8795,0.8749,0.8779,0.7844,0.911,0.9815,1.0502,1.0799,1.1256,1.1463,1.1798,1.2615,1.3219
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","RandomForestRegressor","RandomForestRegressor(n_estimators=128, n_jobs=-1)",81.5246942043304,1.2093,1.8,0.4733,0.2917,0.7854,0.7922,0.7941,0.8481,0.8202,0.5517,0.698,0.7675,0.8011,0.8191,0.8326,0.8363,0.8493,0.8467,0.8517,0.7693,0.9666,1.0766,1.1742,1.2233,1.2707,1.3161,1.3581,1.4364,1.5016
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","ExtraTreesRegressor","ExtraTreesRegressor(n_estimators=128, n_jobs=-1)",11.3429248332977,1.0969,1.6834,0.5278,0.299,0.8099,0.8154,0.8177,0.8625,0.8395,0.5591,0.724,0.7969,0.8322,0.84,0.858,0.867,0.8781,0.8715,0.8717,0.7802,0.9133,0.9869,1.0525,1.0914,1.1368,1.1639,1.2095,1.2836,1.3505
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","DummyRegressor","DummyRegressor()",0.000996589660644531,1.8071,2.7324,0,0.2236,0.5,0.5571,0.5576,1,0.7158,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7561,1.1183,1.3944,1.635,1.8128,1.9779,2.1264,2.2655,2.4221,2.5626
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","LinearRegression","LinearRegression()",0.0428688526153564,1.7978,2.6991,0.021,0.1401,0.5298,0.5502,0.5795,0.6988,0.6334,0.5286,0.5236,0.5287,0.5285,0.5223,0.527,0.5303,0.5364,0.536,0.5362,0.7561,1.1198,1.3909,1.6311,1.8089,1.9723,2.1166,2.2458,2.3984,2.5384
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","DecisionTreeRegressor","DecisionTreeRegressor()",6.64361524581909,1.6633,2.6218,-0.0701,0.1499,0.6736,0.6772,0.7122,0.7069,0.7095,0.5161,0.6018,0.6504,0.6715,0.6908,0.7073,0.7197,0.7283,0.7236,0.726,1.0694,1.3386,1.49,1.5831,1.666,1.7515,1.8112,1.8745,1.9886,2.0604
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","KNeighborsRegressor","KNeighborsRegressor()",0.372916221618652,1.6612,2.5585,0.0765,0.1528,0.6248,0.6313,0.6652,0.6818,0.6734,0.5017,0.5645,0.6096,0.6321,0.6341,0.6449,0.6582,0.6684,0.6659,0.6682,0.8351,1.1446,1.3622,1.532,1.6805,1.7901,1.9061,1.9973,2.1162,2.2475
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","RandomForestRegressor","RandomForestRegressor(n_estimators=256, n_jobs=-1)",220.196568965912,1.2016,1.7861,0.4814,0.3019,0.7905,0.7972,0.7984,0.853,0.8248,0.5573,0.7064,0.7706,0.8037,0.822,0.83,0.8444,0.8566,0.8559,0.8579,0.7648,0.9611,1.0739,1.1671,1.2166,1.2595,1.3063,1.3448,1.4256,1.496
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","ExtraTreesRegressor","ExtraTreesRegressor(n_estimators=256, n_jobs=-1)",27.537296295166,1.0764,1.6531,0.5391,0.3029,0.8144,0.8196,0.8222,0.8646,0.8428,0.556,0.7318,0.7986,0.8355,0.8431,0.8594,0.8737,0.8843,0.8817,0.8798,0.7809,0.9056,0.9731,1.0428,1.0777,1.1151,1.1381,1.1706,1.2479,1.3123
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","EasyNeuralNet","EasyNeuralNet Layers:(8, 8),Dropout:0)",21.3402459621429,1.7828,2.6613,0.0452,0.2004,0.5381,0.5585,0.5854,0.7116,0.6423,0.5173,0.5242,0.5382,0.5377,0.5429,0.5424,0.5477,0.5446,0.5474,0.5385,0.7584,1.1129,1.3812,1.6124,1.7817,1.9473,2.0893,2.2294,2.3803,2.5352
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","EasyNeuralNet","EasyNeuralNet Layers:(16, 16),Dropout:0)",17.5908191204071,1.7639,2.6167,0.0744,0.1968,0.5567,0.5719,0.6016,0.6856,0.6409,0.5285,0.5364,0.5514,0.5575,0.5629,0.5631,0.567,0.5719,0.5666,0.562,0.752,1.1073,1.3673,1.5948,1.763,1.926,2.0725,2.197,2.3546,2.5049
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","EasyNeuralNet","EasyNeuralNet Layers:(32, 32),Dropout:0)",15.0318417549133,1.7456,2.5943,0.0854,0.1943,0.5645,0.5779,0.6088,0.6792,0.6421,0.5344,0.539,0.546,0.5555,0.5718,0.5761,0.5773,0.5841,0.5804,0.5804,0.7535,1.1053,1.3663,1.5857,1.7521,1.9129,2.0459,2.1661,2.3115,2.4563
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","EasyNeuralNet","EasyNeuralNet Layers:(64, 64),Dropout:0)",14.8106744289398,1.7469,2.5891,0.0891,0.1872,0.5731,0.5806,0.6208,0.6347,0.6276,0.5329,0.5487,0.5662,0.5759,0.5777,0.5822,0.59,0.5894,0.5902,0.5782,0.7608,1.1094,1.3617,1.5833,1.7552,1.9086,2.0445,2.1673,2.3095,2.469
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","EasyNeuralNet","EasyNeuralNet Layers:(128, 128),Dropout:0)",17.2942717075348,1.7211,2.5502,0.1089,0.1966,0.5902,0.5989,0.6339,0.6611,0.6471,0.5506,0.5599,0.5729,0.5914,0.589,0.6003,0.6093,0.6108,0.606,0.6117,0.7645,1.1048,1.3611,1.5665,1.7501,1.8955,2.0137,2.1174,2.2528,2.3847
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","EasyNeuralNet","EasyNeuralNet Layers:(256, 256),Dropout:0)",19.1726353168488,1.7092,2.5991,0.0738,0.1808,0.6069,0.6129,0.6515,0.6529,0.652,0.5523,0.5704,0.593,0.6004,0.6138,0.6156,0.6194,0.6334,0.6366,0.6346,0.7733,1.1217,1.3583,1.5744,1.744,1.8781,1.9892,2.0875,2.2229,2.3428
"Experiment 1, SP500,1D",2,"(19554, 92)",19554,92,10,"Full","EasyNeuralNet","EasyNeuralNet Layers:(512, 512),Dropout:0)",20.1742551326752,1.693,2.5326,0.1063,0.178,0.606,0.6117,0.6507,0.6521,0.6513,0.5304,0.5584,0.5953,0.6048,0.6144,0.6212,0.6295,0.6329,0.6331,0.6396,0.7862,1.1225,1.3553,1.5563,1.7318,1.8704,1.9701,2.0476,2.1791,2.3104
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 1, Neurons per Layer: 8, Dropout: 0)",38.5006623268127,1.7714,2.6896,0.0272,0.2066,0.5373,0.5731,0.5804,0.8404,0.6865,0.5293,0.5269,0.5317,0.5363,0.5403,0.5413,0.5414,0.5481,0.5406,0.5369,0.7547,1.1132,1.3747,1.6066,1.7799,1.9371,2.0774,2.2082,2.3598,2.502
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 1, Neurons per Layer: 16, Dropout: 0)",83.9248306751251,1.744,2.6614,0.0446,0.2197,0.5671,0.5895,0.605,0.7575,0.6727,0.5355,0.5431,0.5607,0.5691,0.5659,0.5768,0.581,0.586,0.58,0.5728,0.7536,1.1064,1.3581,1.5815,1.7578,1.9091,2.0407,2.1645,2.3106,2.4573
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 1, Neurons per Layer: 32, Dropout: 0)",109.006322622299,1.7178,2.6024,0.0783,0.2217,0.584,0.6006,0.6212,0.7243,0.6688,0.5423,0.5598,0.5747,0.5818,0.5868,0.5896,0.5989,0.6057,0.6044,0.5961,0.7522,1.1034,1.3549,1.57,1.7375,1.8817,2.0053,2.1183,2.2553,2.3998
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 1, Neurons per Layer: 64, Dropout: 0)",72.0495293140411,1.7037,2.5918,0.0876,0.2076,0.5921,0.6079,0.6283,0.7231,0.6723,0.5549,0.5774,0.5898,0.5885,0.5985,0.5994,0.6042,0.6053,0.6068,0.5964,0.7499,1.0943,1.339,1.5562,1.7134,1.8576,1.9843,2.1051,2.2453,2.3919
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 1, Neurons per Layer: 128, Dropout: 0)",116.802947044373,1.6621,2.5258,0.1247,0.2203,0.6124,0.6244,0.6477,0.7132,0.6789,0.5556,0.5778,0.6013,0.6119,0.6152,0.6252,0.6259,0.6382,0.6391,0.6337,0.7525,1.09,1.3258,1.5349,1.6845,1.8202,1.9234,2.0212,2.1607,2.3078
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 1, Neurons per Layer: 256, Dropout: 0)",124.74379992485,1.6303,2.4726,0.152,0.2109,0.6264,0.6363,0.6614,0.712,0.6857,0.5533,0.5881,0.6127,0.6212,0.6263,0.6348,0.6418,0.6599,0.6626,0.6631,0.7584,1.0904,1.3186,1.5092,1.6517,1.7771,1.8813,1.9766,2.1013,2.2383
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 1, Neurons per Layer: 512, Dropout: 0)",198.446548461914,1.5899,2.4215,0.1807,0.2142,0.6437,0.6513,0.6791,0.7095,0.694,0.5622,0.5925,0.6238,0.6415,0.6488,0.6647,0.6683,0.6774,0.6825,0.6747,0.7653,1.0912,1.3087,1.4761,1.6098,1.7202,1.816,1.9068,2.033,2.1717
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 2, Neurons per Layer: 8, Dropout: 0)",31.6763243675232,1.7757,2.693,0.0268,0.1577,0.5263,0.5659,0.5746,0.8417,0.6805,0.5263,0.5295,0.5446,0.5425,0.54,0.5287,0.5229,0.5189,0.5077,0.5018,0.7547,1.1102,1.3758,1.6063,1.7778,1.9395,2.0832,2.2253,2.3718,2.5125
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 2, Neurons per Layer: 16, Dropout: 0)",44.5033292770386,1.7505,2.6463,0.0531,0.2139,0.5583,0.5836,0.5975,0.773,0.6739,0.5287,0.5367,0.5493,0.5627,0.5637,0.5697,0.5693,0.5728,0.5696,0.561,0.7543,1.1079,1.3644,1.5863,1.762,1.9163,2.052,2.1767,2.317,2.4684
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 2, Neurons per Layer: 32, Dropout: 0)",79.9981727600098,1.7117,2.5876,0.0913,0.2191,0.5887,0.6021,0.6277,0.7022,0.6629,0.5513,0.5646,0.5845,0.5861,0.5933,0.5947,0.6056,0.604,0.6035,0.5995,0.7507,1.0907,1.3432,1.5664,1.7241,1.8743,1.9955,2.1183,2.2567,2.3973
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 2, Neurons per Layer: 64, Dropout: 0)",59.761349439621,1.6853,2.5425,0.1144,0.2154,0.5992,0.6114,0.6371,0.7035,0.6687,0.5519,0.5706,0.59,0.5986,0.6029,0.6144,0.618,0.6155,0.618,0.6126,0.7515,1.0944,1.3389,1.5503,1.7045,1.8472,1.9648,2.0667,2.192,2.3433
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 2, Neurons per Layer: 128, Dropout: 0)",121.847946882248,1.5868,2.4056,0.1896,0.2412,0.6512,0.6579,0.6872,0.7107,0.6987,0.5558,0.5876,0.6251,0.6462,0.6635,0.6767,0.6865,0.6924,0.693,0.6856,0.7608,1.0833,1.3037,1.4709,1.603,1.7255,1.8231,1.901,2.0285,2.1683
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 2, Neurons per Layer: 256, Dropout: 0)",106.050419569016,1.502,2.3029,0.2389,0.2387,0.6683,0.6742,0.7026,0.7207,0.7115,0.5634,0.6021,0.6351,0.6592,0.6733,0.6907,0.7043,0.7169,0.7208,0.7167,0.7718,1.0796,1.268,1.4053,1.5245,1.6142,1.6979,1.769,1.8857,2.0038
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 2, Neurons per Layer: 512, Dropout: 0)",202.124179124832,1.4782,2.2995,0.2391,0.2262,0.6846,0.6895,0.7187,0.7278,0.7232,0.5531,0.6101,0.662,0.6888,0.7011,0.7147,0.7207,0.7345,0.7358,0.7247,0.7919,1.0822,1.2524,1.3752,1.4863,1.5767,1.6618,1.7347,1.8484,1.9722
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 3, Neurons per Layer: 8, Dropout: 0)",38.2479915618897,1.773,2.6964,0.0232,0.2025,0.5414,0.5702,0.585,0.7819,0.669,0.5254,0.5285,0.5446,0.5481,0.5454,0.5483,0.5454,0.5465,0.5452,0.5365,0.7554,1.1116,1.3727,1.6051,1.7831,1.9397,2.0807,2.2168,2.361,2.5037
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 3, Neurons per Layer: 16, Dropout: 0)",27.4233620166779,1.7469,2.655,0.0506,0.2156,0.5608,0.584,0.6002,0.7573,0.6696,0.5414,0.5453,0.5588,0.5687,0.5643,0.5655,0.5694,0.5666,0.5657,0.562,0.7517,1.1016,1.3576,1.5833,1.7562,1.9153,2.0453,2.1741,2.3216,2.4623
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 3, Neurons per Layer: 32, Dropout: 0)",61.2096703052521,1.6903,2.5277,0.1248,0.2315,0.5951,0.6104,0.6305,0.7278,0.6756,0.5468,0.5705,0.5857,0.5918,0.5987,0.6078,0.6145,0.616,0.6111,0.6076,0.7536,1.0911,1.337,1.5429,1.7056,1.8478,1.9616,2.0751,2.2185,2.3695
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 3, Neurons per Layer: 64, Dropout: 0)",47.212198972702,1.6548,2.5029,0.1402,0.2299,0.6191,0.631,0.6529,0.722,0.6857,0.5507,0.5776,0.6001,0.6251,0.6313,0.6329,0.6376,0.6498,0.6438,0.6418,0.7523,1.0856,1.323,1.5071,1.6689,1.8108,1.9276,2.0168,2.1576,2.2983
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 3, Neurons per Layer: 128, Dropout: 0)",63.7179396152496,1.5983,2.4441,0.1689,0.2381,0.6444,0.6532,0.6779,0.7199,0.6982,0.5585,0.5982,0.6308,0.6435,0.6493,0.6606,0.6717,0.6775,0.6817,0.6727,0.7644,1.0847,1.3089,1.4763,1.6227,1.7367,1.829,1.932,2.0483,2.1805
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 3, Neurons per Layer: 256, Dropout: 0)",81.1488676071167,1.5277,2.3477,0.2208,0.2459,0.6675,0.6751,0.6987,0.7339,0.7158,0.5761,0.6148,0.6447,0.6715,0.6775,0.6902,0.6974,0.7028,0.7007,0.6994,0.7585,1.0716,1.263,1.4188,1.5419,1.647,1.7319,1.8237,1.9462,2.0743
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyRecNet","EasyRecNet(Layers: 3, Neurons per Layer: 512, Dropout: 0)",112.933021068573,1.4236,2.2632,0.2578,0.2311,0.6976,0.7038,0.7264,0.751,0.7385,0.5689,0.6264,0.6746,0.7017,0.7155,0.7267,0.726,0.7521,0.7481,0.7363,0.7911,1.0622,1.2053,1.3351,1.4275,1.5039,1.5864,1.6577,1.7752,1.8919
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 8, Dropout: 0)",212.502329349518,1.7203,2.5988,0.0791,0.2397,0.5862,0.6011,0.6242,0.7155,0.6667,0.5308,0.5495,0.5641,0.5804,0.5933,0.5988,0.6096,0.6125,0.6164,0.6063,0.7564,1.1093,1.3673,1.5686,1.7344,1.8736,2.0011,2.1232,2.2628,2.4066
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 8, Dropout: 0.25)",210.92903637886,1.7316,2.6168,0.0726,0.2326,0.5765,0.5945,0.6145,0.7317,0.6679,0.541,0.5467,0.5693,0.5766,0.5814,0.5842,0.5891,0.5931,0.5955,0.588,0.7545,1.1008,1.3524,1.5712,1.7393,1.9019,2.0331,2.1491,2.2857,2.4281
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 8, Dropout: 0.5)",158.674046516418,1.7316,2.6,0.0829,0.233,0.5772,0.5949,0.6153,0.7304,0.6678,0.5332,0.5455,0.5691,0.5809,0.5855,0.5953,0.5894,0.5916,0.5929,0.5889,0.7533,1.1101,1.365,1.5751,1.7455,1.8943,2.0275,2.1453,2.2774,2.4228
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 8, Dropout: 0.75)",83.6752879619598,1.745,2.6487,0.0515,0.2199,0.5645,0.5835,0.6052,0.7259,0.66,0.5336,0.5375,0.5595,0.5618,0.5689,0.5745,0.5815,0.5809,0.5755,0.5712,0.7534,1.1105,1.3677,1.5839,1.7579,1.9125,2.0421,2.1655,2.3056,2.4508
